machine	theorem	file	tier	n	t	contexts
0RB1RA_1LC1RC_0LD0RA_1RD0RB	nqh_0RB1RA_1LC1RC_0LD0RA_1RD0RB	theories/Machines/ListCStage/LCStage_02.v	R_NeverQH	4	0	204
0RB1RA_1LC1RC_1LD0RB_0RA1LC	nqh_0RB1RA_1LC1RC_1LD0RB_0RA1LC	theories/Machines/ListCStage/LCStage_02.v	R_NeverQH	2	0	44
0RB1RA_1LC1RC_1LD0RB_1RA1LC	nqh_0RB1RA_1LC1RC_1LD0RB_1RA1LC	theories/Machines/ListCStage/LCStage_02.v	R_NeverQH	2	0	39
0RB1RA_1RC0RC_1LD0RB_0RA0LC	nqh_0RB1RA_1RC0RC_1LD0RB_0RA0LC	theories/Machines/ListCStage/LCStage_02.v	R_NeverQH	2	0	71
0RB1RA_1RC0RC_1LD0RB_1RA0LC	nqh_0RB1RA_1RC0RC_1LD0RB_1RA0LC	theories/Machines/ListCStage/LCStage_02.v	R_NeverQH	2	0	61
0RB1RA_1RC0RD_1LD0RB_1RA0LC	nqh_0RB1RA_1RC0RD_1LD0RB_1RA0LC	theories/Machines/ListCStage/LCStage_03.v	R_NeverQH	2	0	60
0RB1RA_1RC1LD_1LD0RB_1RA0LC	nqh_0RB1RA_1RC1LD_1LD0RB_1RA0LC	theories/Machines/ListCStage/LCStage_03.v	R_NeverQH	2	0	49
0RB1RA_1RC1RC_1LD0RB_0RA1LC	nqh_0RB1RA_1RC1RC_1LD0RB_0RA1LC	theories/Machines/ListCStage/LCStage_03.v	R_NeverQH	2	0	40
0RB1RA_1RC1RC_1LD0RB_1RA1LC	nqh_0RB1RA_1RC1RC_1LD0RB_1RA1LC	theories/Machines/ListCStage/LCStage_03.v	R_NeverQH	2	0	35
0RB1RA_1RC1RD_1LD0RB_1RA0LC	nqh_0RB1RA_1RC1RD_1LD0RB_1RA0LC	theories/Machines/ListCStage/LCStage_03.v	R_NeverQH	2	0	55
0RB1RB_1LC1RA_0LD1LB_1RD0LC	nqh_0RB1RB_1LC1RA_0LD1LB_1RD0LC	theories/Machines/ListCStage/LCStage_03.v	R_NeverQH	4	0	495
0RB1RC_1LC1RA_1LD0LD_1RB0LB	nqh_0RB1RC_1LC1RA_1LD0LD_1RB0LB	theories/Machines/ListCStage/LCStage_03.v	R_NeverQH	4	0	308
0RB1RC_1RC0LD_1RD0RB_1LB1LA	nqh_0RB1RC_1RC0LD_1RD0RB_1LB1LA	theories/Machines/ListCStage/LCStage_03.v	R_NeverQH	2	0	60
0RB1RD_1LC0LD_1RD0RA_1LB0RC	nqh_0RB1RD_1LC0LD_1RD0RA_1LB0RC	theories/Machines/ListCStage/LCStage_03.v	R_NeverQH	2	0	58
0RB1RD_1LC1LB_1RA0LC_0LB0RA	nqh_0RB1RD_1LC1LB_1RA0LC_0LB0RA	theories/Machines/ListCStage/LCStage_03.v	R_NeverQH	4	0	605
0RB1RD_1LC1LB_1RA0LC_1RB0RA	nqh_0RB1RD_1LC1LB_1RA0LC_1RB0RA	theories/Machines/ListCStage/LCStage_03.v	R_NeverQH	4	0	894
0RB1RD_1RC---_1LD0RB_1RA0LC	nqh_0RB1RD_1RCXXX_1LD0RB_1RA0LC	theories/Machines/ListCStage/LCStage_03.v	R_NeverQH	3	0	61
0RB1RD_1RC1LC_0RD0LA_1LD0LB	nqh_0RB1RD_1RC1LC_0RD0LA_1LD0LB	theories/Machines/ListCStage/LCStage_03.v	R_NeverQH	4	0	163
1RB0LA_0RC---_1LC1LD_0RA1LA	nqh_1RB0LA_0RCXXX_1LC1LD_0RA1LA	theories/Machines/ListCStage/LCStage_03.v	R_NeverQH	4	0	224
1RB0LA_0RC0LA_1LC0LD_1RB1LB	nqh_1RB0LA_0RC0LA_1LC0LD_1RB1LB	theories/Machines/ListCStage/LCStage_03.v	R_NeverQH	4	0	229
1RB0LA_0RC0LB_1LC1RD_1RB1LA	nqh_1RB0LA_0RC0LB_1LC1RD_1RB1LA	theories/Machines/ListCStage/LCStage_03.v	R_NeverQH	4	0	444
1RB0LA_0RC0LD_1LC0LD_1RA1LA	nqh_1RB0LA_0RC0LD_1LC0LD_1RA1LA	theories/Machines/ListCStage/LCStage_03.v	R_NeverQH	4	0	250
1RB0LA_0RC0RA_1LD1RC_1LB0LD	nqh_1RB0LA_0RC0RA_1LD1RC_1LB0LD	theories/Machines/ListCStage/LCStage_03.v	R_NeverQH	4	0	304
1RB0LA_0RC0RD_0LD0RB_1LD1LA	nqh_1RB0LA_0RC0RD_0LD0RB_1LD1LA	theories/Machines/ListCStage/LCStage_03.v	R_NeverQH	4	0	771
1RB0LA_0RC0RD_1LA0LC_1RC1RB	nqh_1RB0LA_0RC0RD_1LA0LC_1RC1RB	theories/Machines/ListCStage/LCStage_03.v	R_NeverQH	4	0	263
1RB0LA_0RC0RD_1LA1LC_1LC1RB	nqh_1RB0LA_0RC0RD_1LA1LC_1LC1RB	theories/Machines/ListCStage/LCStage_03.v	R_NeverQH	4	0	416
1RB0LA_0RC1LA_0LD0RB_1LD1LA	nqh_1RB0LA_0RC1LA_0LD0RB_1LD1LA	theories/Machines/ListCStage/LCStage_03.v	R_NeverQH	4	0	770
1RB0LA_0RC1LA_1LC1LD_0RD0RB	nqh_1RB0LA_0RC1LA_1LC1LD_0RD0RB	theories/Machines/ListCStage/LCStage_03.v	R_NeverQH	4	0	623
1RB0LA_0RC1LA_1LD0RB_1LD1LA	nqh_1RB0LA_0RC1LA_1LD0RB_1LD1LA	theories/Machines/ListCStage/LCStage_03.v	R_NeverQH	4	0	470
1RB0LA_0RC1LA_1LD0RB_1LD1LB	nqh_1RB0LA_0RC1LA_1LD0RB_1LD1LB	theories/Machines/ListCStage/LCStage_03.v	R_NeverQH	4	0	498
1RB0LA_0RC1LC_1LD0LA_0RB1LB	nqh_1RB0LA_0RC1LC_1LD0LA_0RB1LB	theories/Machines/ListCStage/LCStage_03.v	R_NeverQH	4	0	194
1RB0LA_0RC1LC_1LD0LA_1LD1LB	nqh_1RB0LA_0RC1LC_1LD0LA_1LD1LB	theories/Machines/ListCStage/LCStage_03.v	R_NeverQH	4	0	170
1RB0LA_0RC1LD_1LC0RB_1LA0RA	nqh_1RB0LA_0RC1LD_1LC0RB_1LA0RA	theories/Machines/ListCStage/LCStage_03.v	R_NeverQH	4	0	571
1RB0LA_0RC1LD_1LD0LA_1LB1LA	nqh_1RB0LA_0RC1LD_1LD0LA_1LB1LA	theories/Machines/ListCStage/LCStage_03.v	R_NeverQH	4	0	148
1RB0LA_0RC1LD_1RD0LA_1LB1LA	nqh_1RB0LA_0RC1LD_1RD0LA_1LB1LA	theories/Machines/ListCStage/LCStage_03.v	R_NeverQH	4	0	168
1RB0LA_0RC1RD_1LA1LC_0LC0RB	nqh_1RB0LA_0RC1RD_1LA1LC_0LC0RB	theories/Machines/ListCStage/LCStage_03.v	R_NeverQH	4	0	443
1RB0LA_1LB0LC_1RD1LD_0RB1LA	nqh_1RB0LA_1LB0LC_1RD1LD_0RB1LA	theories/Machines/ListCStage/LCStage_03.v	R_NeverQH	4	0	208
1RB0LA_1LC0LC_1RD0LB_1LA0RC	nqh_1RB0LA_1LC0LC_1RD0LB_1LA0RC	theories/Machines/ListCStage/LCStage_03.v	R_NeverQH	2	0	77
1RB0LA_1LC0RD_1LD0LB_1RB0RA	nqh_1RB0LA_1LC0RD_1LD0LB_1RB0RA	theories/Machines/ListCStage/LCStage_03.v	R_NeverQH	2	0	59
1RB0LA_1LC1LA_1RD0LB_1LA0RC	nqh_1RB0LA_1LC1LA_1RD0LB_1LA0RC	theories/Machines/ListCStage/LCStage_03.v	R_NeverQH	2	0	69
1RB0LA_1LC1LA_1RD0LB_1RA0RC	nqh_1RB0LA_1LC1LA_1RD0LB_1RA0RC	theories/Machines/ListCStage/LCStage_03.v	R_NeverQH	2	0	72
1RB0LA_1LC1LD_1LB0RB_1RC1LA	nqh_1RB0LA_1LC1LD_1LB0RB_1RC1LA	theories/Machines/ListCStage/LCStage_03.v	R_NeverQH	4	0	184
1RB0LA_1LC1RA_0RC0LD_1RD0LB	nqh_1RB0LA_1LC1RA_0RC0LD_1RD0LB	theories/Machines/ListCStage/LCStage_03.v	R_NeverQH	4	0	223
1RB0LA_1RC0LC_1RD1LA_0LB0RB	nqh_1RB0LA_1RC0LC_1RD1LA_0LB0RB	theories/Machines/ListCStage/LCStage_03.v	R_NeverQH	4	0	197
1RB0LA_1RC0RA_1LD0RB_1LA0LC	nqh_1RB0LA_1RC0RA_1LD0RB_1LA0LC	theories/Machines/ListCStage/LCStage_03.v	R_NeverQH	2	0	84
1RB0LA_1RC1LA_1LD0RD_0RB0LB	nqh_1RB0LA_1RC1LA_1LD0RD_0RB0LB	theories/Machines/ListCStage/LCStage_03.v	R_NeverQH	4	0	631
1RB0LA_1RC1LC_0RD0LA_1LD0LB	nqh_1RB0LA_1RC1LC_0RD0LA_1LD0LB	theories/Machines/ListCStage/LCStage_03.v	R_NeverQH	4	0	222
1RB0LA_1RC1LC_1RD1LA_0LB0RB	nqh_1RB0LA_1RC1LC_1RD1LA_0LB0RB	theories/Machines/ListCStage/LCStage_03.v	R_NeverQH	4	0	260
1RB0LA_1RC1LC_1RD1LA_1LB0RB	nqh_1RB0LA_1RC1LC_1RD1LA_1LB0RB	theories/Machines/ListCStage/LCStage_03.v	R_NeverQH	4	0	224
1RB0LA_1RC1LD_1LD0RB_0LD1LA	nqh_1RB0LA_1RC1LD_1LD0RB_0LD1LA	theories/Machines/ListCStage/LCStage_03.v	R_NeverQH	4	0	645
1RB0LB_0LC0RC_1LA1RD_1LC0RD	nqh_1RB0LB_0LC0RC_1LA1RD_1LC0RD	theories/Machines/ListCStage/LCStage_03.v	R_NeverQH	4	0	650
1RB0LB_0LC0RD_1RC1LD_1RA0LA	nqh_1RB0LB_0LC0RD_1RC1LD_1RA0LA	theories/Machines/ListCStage/LCStage_03.v	R_NeverQH	4	0	403
1RB0LB_0RC0LD_1LC1RA_0RA0LC	nqh_1RB0LB_0RC0LD_1LC1RA_0RA0LC	theories/Machines/ListCStage/LCStage_03.v	R_NeverQH	4	0	394
1RB0LB_1LA0RC_0LD0RA_1LD1LA	nqh_1RB0LB_1LA0RC_0LD0RA_1LD1LA	theories/Machines/ListCStage/LCStage_03.v	R_NeverQH	4	0	115
1RB0LB_1LA0RC_0RD1LB_1LD0RC	nqh_1RB0LB_1LA0RC_0RD1LB_1LD0RC	theories/Machines/ListCStage/LCStage_03.v	R_NeverQH	4	64	249
1RB0LB_1LC0RB_0LD1RA_1RD0LC	nqh_1RB0LB_1LC0RB_0LD1RA_1RD0LC	theories/Machines/ListCStage/LCStage_04.v	R_NeverQH	4	0	578
1RB0LB_1LC0RD_0RC0LD_1LA1RD	nqh_1RB0LB_1LC0RD_0RC0LD_1LA1RD	theories/Machines/ListCStage/LCStage_04.v	R_NeverQH	4	0	482
1RB0LB_1LC0RD_1LA0LB_1RB0RA	nqh_1RB0LB_1LC0RD_1LA0LB_1RB0RA	theories/Machines/ListCStage/LCStage_04.v	R_NeverQH	2	0	52
1RB0LB_1LC0RD_1LA0LB_1RB0RD	nqh_1RB0LB_1LC0RD_1LA0LB_1RB0RD	theories/Machines/ListCStage/LCStage_04.v	R_NeverQH	2	0	51
1RB0LB_1LC1RC_1LA1RD_1LB0RD	nqh_1RB0LB_1LC1RC_1LA1RD_1LB0RD	theories/Machines/ListCStage/LCStage_04.v	R_NeverQH	4	0	245
1RB0LB_1RC0LC_0LD0RA_1RD1LA	nqh_1RB0LB_1RC0LC_0LD0RA_1RD1LA	theories/Machines/ListCStage/LCStage_04.v	R_NeverQH	4	0	398
1RB0LB_1RC0RC_0LD0RA_1LD1LA	nqh_1RB0LB_1RC0RC_0LD0RA_1LD1LA	theories/Machines/ListCStage/LCStage_04.v	R_NeverQH	4	0	147
1RB0LB_1RC1LA_0RD1LB_1LD0RC	nqh_1RB0LB_1RC1LA_0RD1LB_1LD0RC	theories/Machines/ListCStage/LCStage_04.v	R_NeverQH	4	0	251
1RB0LB_1RC1LB_0LD0RC_1RD1LA	nqh_1RB0LB_1RC1LB_0LD0RC_1RD1LA	theories/Machines/ListCStage/LCStage_04.v	R_NeverQH	4	0	313
1RB0LB_1RC1LB_0RD1LA_1LD0RC	nqh_1RB0LB_1RC1LB_0RD1LA_1LD0RC	theories/Machines/ListCStage/LCStage_04.v	R_NeverQH	4	0	679
1RB0LB_1RC1LB_1LA0RD_0RB1RA	nqh_1RB0LB_1RC1LB_1LA0RD_0RB1RA	theories/Machines/ListCStage/LCStage_04.v	R_NeverQH	4	0	505
1RB0LC_0LB1LA_1RD1LC_0RB0RD	nqh_1RB0LC_0LB1LA_1RD1LC_0RB0RD	theories/Machines/ListCStage/LCStage_04.v	R_NeverQH	4	0	306
1RB0LC_0RC0RD_1LB0LD_1LA1RD	nqh_1RB0LC_0RC0RD_1LB0LD_1LA1RD	theories/Machines/ListCStage/LCStage_04.v	R_NeverQH	4	0	380
1RB0LC_1LA0RA_0LD1RA_1RD0LC	nqh_1RB0LC_1LA0RA_0LD1RA_1RD0LC	theories/Machines/ListCStage/LCStage_04.v	R_NeverQH	4	0	324
1RB0LC_1LA0RA_0RD0LB_1RD1RB	nqh_1RB0LC_1LA0RA_0RD0LB_1RD1RB	theories/Machines/ListCStage/LCStage_04.v	R_NeverQH	4	0	114
1RB0LC_1LA0RD_0RA1LD_1RA1LC	nqh_1RB0LC_1LA0RD_0RA1LD_1RA1LC	theories/Machines/ListCStage/LCStage_04.v	R_NeverQH	4	0	73
1RB0LC_1LA0RD_1LB1RD_0LB1RC	nqh_1RB0LC_1LA0RD_1LB1RD_0LB1RC	theories/Machines/ListCStage/LCStage_04.v	R_NeverQH	4	0	72
1RB0LC_1LC0RA_0RD0LB_1LB1RD	nqh_1RB0LC_1LC0RA_0RD0LB_1LB1RD	theories/Machines/ListCStage/LCStage_04.v	R_NeverQH	2	0	97
1RB0LC_1LC0RD_1LD0LB_1RB1RA	nqh_1RB0LC_1LC0RD_1LD0LB_1RB1RA	theories/Machines/ListCStage/LCStage_04.v	R_NeverQH	2	0	70
1RB0LC_1LC0RD_1RD1LA_0RC0LA	nqh_1RB0LC_1LC0RD_1RD1LA_0RC0LA	theories/Machines/ListCStage/LCStage_04.v	R_NeverQH	4	0	191
1RB0LC_1LC0RD_1RD1LA_0RC1LC	nqh_1RB0LC_1LC0RD_1RD1LA_0RC1LC	theories/Machines/ListCStage/LCStage_04.v	R_NeverQH	4	0	191
1RB0LC_1LC1RD_0LB1RB_1LA0RB	nqh_1RB0LC_1LC1RD_0LB1RB_1LA0RB	theories/Machines/ListCStage/LCStage_04.v	R_NeverQH	4	0	192
1RB0LC_1LC1RD_1LB1RB_0RB0LA	nqh_1RB0LC_1LC1RD_1LB1RB_0RB0LA	theories/Machines/ListCStage/LCStage_04.v	R_NeverQH	4	0	196
1RB0LC_1RC0LB_1LA0RD_1LB1RD	nqh_1RB0LC_1RC0LB_1LA0RD_1LB1RD	theories/Machines/ListCStage/LCStage_04.v	R_NeverQH	4	0	281
1RB0LC_1RC0RA_1LA0LD_0LB0LA	nqh_1RB0LC_1RC0RA_1LA0LD_0LB0LA	theories/Machines/ListCStage/LCStage_04.v	R_NeverQH	2	0	69
1RB0LC_1RC0RA_1LA0LD_0LB0LB	nqh_1RB0LC_1RC0RA_1LA0LD_0LB0LB	theories/Machines/ListCStage/LCStage_04.v	R_NeverQH	2	0	58
1RB0LC_1RC0RA_1LA0LD_0LB0RB	nqh_1RB0LC_1RC0RA_1LA0LD_0LB0RB	theories/Machines/ListCStage/LCStage_04.v	R_NeverQH	2	0	72
1RB0LC_1RC0RA_1LA0LD_0LB1LD	nqh_1RB0LC_1RC0RA_1LA0LD_0LB1LD	theories/Machines/ListCStage/LCStage_04.v	R_NeverQH	2	0	83
1RB0LC_1RC0RA_1LA0LD_1LA0RC	nqh_1RB0LC_1RC0RA_1LA0LD_1LA0RC	theories/Machines/ListCStage/LCStage_04.v	R_NeverQH	2	0	60
1RB0LC_1RC0RA_1LA0LD_1LA0RD	nqh_1RB0LC_1RC0RA_1LA0LD_1LA0RD	theories/Machines/ListCStage/LCStage_04.v	R_NeverQH	2	0	60
1RB0LC_1RC0RA_1LA0LD_1LC0LA	nqh_1RB0LC_1RC0RA_1LA0LD_1LC0LA	theories/Machines/ListCStage/LCStage_04.v	R_NeverQH	2	0	82
1RB0LC_1RC0RA_1LA0LD_1LC0LB	nqh_1RB0LC_1RC0RA_1LA0LD_1LC0LB	theories/Machines/ListCStage/LCStage_04.v	R_NeverQH	2	0	76
1RB0LC_1RC0RA_1LA0LD_1LC1RB	nqh_1RB0LC_1RC0RA_1LA0LD_1LC1RB	theories/Machines/ListCStage/LCStage_04.v	R_NeverQH	2	0	74
1RB0LC_1RC0RA_1LA1LD_0LA1RB	nqh_1RB0LC_1RC0RA_1LA1LD_0LA1RB	theories/Machines/ListCStage/LCStage_04.v	R_NeverQH	2	0	67
1RB0LC_1RC0RA_1LA1LD_0RA1RB	nqh_1RB0LC_1RC0RA_1LA1LD_0RA1RB	theories/Machines/ListCStage/LCStage_04.v	R_NeverQH	2	0	58
1RB0LC_1RC0RA_1LA1LD_1LA0LB	nqh_1RB0LC_1RC0RA_1LA1LD_1LA0LB	theories/Machines/ListCStage/LCStage_04.v	R_NeverQH	2	0	65
1RB0LC_1RC0RA_1LA1LD_1LA0RB	nqh_1RB0LC_1RC0RA_1LA1LD_1LA0RB	theories/Machines/ListCStage/LCStage_04.v	R_NeverQH	2	0	69
1RB0LC_1RC0RB_1LD0RB_1LA0LC	nqh_1RB0LC_1RC0RB_1LD0RB_1LA0LC	theories/Machines/ListCStage/LCStage_04.v	R_NeverQH	2	0	60
1RB0LC_1RC0RD_1LA0LB_0RA---	nqh_1RB0LC_1RC0RD_1LA0LB_0RAXXX	theories/Machines/ListCStage/LCStage_04.v	R_NeverQH	4	0	199
1RB0LD_0LC0RA_0LD1LC_1LA0LA	nqh_1RB0LD_0LC0RA_0LD1LC_1LA0LA	theories/Machines/ListCStage/LCStage_04.v	R_NeverQH	2	0	70
1RB0LD_0LC0RA_1LD1LC_1LA0LA	nqh_1RB0LD_0LC0RA_1LD1LC_1LA0LA	theories/Machines/ListCStage/LCStage_04.v	R_NeverQH	2	0	96
1RB0LD_0LC0RA_1LD1LC_1LA0LB	nqh_1RB0LD_0LC0RA_1LD1LC_1LA0LB	theories/Machines/ListCStage/LCStage_04.v	R_NeverQH	2	0	96
1RB0LD_0LC0RA_1RA1LC_1LA0RB	nqh_1RB0LD_0LC0RA_1RA1LC_1LA0RB	theories/Machines/ListCStage/LCStage_04.v	R_NeverQH	2	0	97
1RB0LD_0LC0RA_1RA1LC_1LA1RA	nqh_1RB0LD_0LC0RA_1RA1LC_1LA1RA	theories/Machines/ListCStage/LCStage_04.v	R_NeverQH	2	0	81
1RB0LD_0LC0RC_0RB1LD_1RC1LA	nqh_1RB0LD_0LC0RC_0RB1LD_1RC1LA	theories/Machines/ListCStage/LCStage_04.v	R_NeverQH	4	0	306
1RB0LD_0LC0RC_0RD1LD_1RC1LA	nqh_1RB0LD_0LC0RC_0RD1LD_1RC1LA	theories/Machines/ListCStage/LCStage_04.v	R_NeverQH	4	0	194
1RB0LD_0LC0RC_1RC1LD_1LA0RB	nqh_1RB0LD_0LC0RC_1RC1LD_1LA0RB	theories/Machines/ListCStage/LCStage_04.v	R_NeverQH	4	0	314
1RB0LD_0LC1RA_0LD1LC_0RA1LA	nqh_1RB0LD_0LC1RA_0LD1LC_0RA1LA	theories/Machines/ListCStage/LCStage_04.v	R_NeverQH	2	0	46
1RB0LD_0LC1RA_0LD1LC_0RD1LA	nqh_1RB0LD_0LC1RA_0LD1LC_0RD1LA	theories/Machines/ListCStage/LCStage_04.v	R_NeverQH	3	0	118
1RB0LD_0LC1RA_0RB1LC_0RA1LA	nqh_1RB0LD_0LC1RA_0RB1LC_0RA1LA	theories/Machines/ListCStage/LCStage_04.v	R_NeverQH	2	0	58
1RB0LD_0LC1RA_0RB1LC_0RD1LA	nqh_1RB0LD_0LC1RA_0RB1LC_0RD1LA	theories/Machines/ListCStage/LCStage_05.v	R_NeverQH	3	0	126
1RB0LD_0LC1RA_0RD1LC_0RA1LA	nqh_1RB0LD_0LC1RA_0RD1LC_0RA1LA	theories/Machines/ListCStage/LCStage_05.v	R_NeverQH	2	0	49
1RB0LD_0LC1RA_0RD1LC_0RD1LA	nqh_1RB0LD_0LC1RA_0RD1LC_0RD1LA	theories/Machines/ListCStage/LCStage_05.v	R_NeverQH	3	0	103
1RB0LD_0LC1RA_1LA1LC_0RA1LA	nqh_1RB0LD_0LC1RA_1LA1LC_0RA1LA	theories/Machines/ListCStage/LCStage_05.v	R_NeverQH	2	0	46
1RB0LD_0LC1RA_1LA1LC_0RD1LA	nqh_1RB0LD_0LC1RA_1LA1LC_0RD1LA	theories/Machines/ListCStage/LCStage_05.v	R_NeverQH	3	0	111
1RB0LD_0LC1RA_1LD1LC_0RA1LA	nqh_1RB0LD_0LC1RA_1LD1LC_0RA1LA	theories/Machines/ListCStage/LCStage_05.v	R_NeverQH	2	0	48
1RB0LD_0LC1RA_1LD1LC_0RD1LA	nqh_1RB0LD_0LC1RA_1LD1LC_0RD1LA	theories/Machines/ListCStage/LCStage_05.v	R_NeverQH	3	0	117
1RB0LD_0LC1RA_1RA1LC_0RA1LA	nqh_1RB0LD_0LC1RA_1RA1LC_0RA1LA	theories/Machines/ListCStage/LCStage_05.v	R_NeverQH	2	0	50
1RB0LD_0LC1RA_1RA1LC_0RD1LA	nqh_1RB0LD_0LC1RA_1RA1LC_0RD1LA	theories/Machines/ListCStage/LCStage_05.v	R_NeverQH	3	0	99
1RB0LD_0LC1RA_1RB1LC_0RA1LA	nqh_1RB0LD_0LC1RA_1RB1LC_0RA1LA	theories/Machines/ListCStage/LCStage_05.v	R_NeverQH	2	0	46
1RB0LD_0LC1RA_1RB1LC_0RD1LA	nqh_1RB0LD_0LC1RA_1RB1LC_0RD1LA	theories/Machines/ListCStage/LCStage_05.v	R_NeverQH	3	0	100
1RB0LD_0LC1RA_1RD1LC_0RA1LA	nqh_1RB0LD_0LC1RA_1RD1LC_0RA1LA	theories/Machines/ListCStage/LCStage_05.v	R_NeverQH	2	0	49
1RB0LD_0LC1RA_1RD1LC_0RD1LA	nqh_1RB0LD_0LC1RA_1RD1LC_0RD1LA	theories/Machines/ListCStage/LCStage_05.v	R_NeverQH	3	0	121
1RB0LD_0LC1RC_0RB1LD_1LA0RC	nqh_1RB0LD_0LC1RC_0RB1LD_1LA0RC	theories/Machines/ListCStage/LCStage_05.v	R_NeverQH	4	0	306
1RB0LD_0LC1RC_0RB1LD_1LA1LA	nqh_1RB0LD_0LC1RC_0RB1LD_1LA1LA	theories/Machines/ListCStage/LCStage_05.v	R_NeverQH	4	0	134
1RB0LD_0LC1RC_0RB1LD_1LC1LA	nqh_1RB0LD_0LC1RC_0RB1LD_1LC1LA	theories/Machines/ListCStage/LCStage_05.v	R_NeverQH	4	0	474
1RB0LD_0LC1RC_0RB1LD_1RC1LA	nqh_1RB0LD_0LC1RC_0RB1LD_1RC1LA	theories/Machines/ListCStage/LCStage_05.v	R_NeverQH	4	0	156
1RB0LD_0RC0LC_1RD1RA_1LA0RC	nqh_1RB0LD_0RC0LC_1RD1RA_1LA0RC	theories/Machines/ListCStage/LCStage_05.v	R_NeverQH	2	0	65
1RB0LD_0RC0RA_1LC1LA_1LA0LD	nqh_1RB0LD_0RC0RA_1LC1LA_1LA0LD	theories/Machines/ListCStage/LCStage_05.v	R_NeverQH	2	0	64
1RB0LD_0RC0RB_1LC0LA_0RB1LA	nqh_1RB0LD_0RC0RB_1LC0LA_0RB1LA	theories/Machines/ListCStage/LCStage_05.v	R_NeverQH	4	0	265
1RB0LD_0RC0RB_1RD1RA_1LA0RC	nqh_1RB0LD_0RC0RB_1RD1RA_1LA0RC	theories/Machines/ListCStage/LCStage_05.v	R_NeverQH	2	0	77
1RB0LD_0RC1LD_1LC0RB_0LA0LD	nqh_1RB0LD_0RC1LD_1LC0RB_0LA0LD	theories/Machines/ListCStage/LCStage_05.v	R_NeverQH	4	0	647
1RB0LD_0RC1LD_1LC0RB_0LA1RD	nqh_1RB0LD_0RC1LD_1LC0RB_0LA1RD	theories/Machines/ListCStage/LCStage_05.v	R_NeverQH	4	0	679
1RB0LD_0RC1LD_1LC0RB_1LA1RC	nqh_1RB0LD_0RC1LD_1LC0RB_1LA1RC	theories/Machines/ListCStage/LCStage_05.v	R_NeverQH	4	0	548
1RB0LD_0RC1RA_1LC0RA_1LA0LD	nqh_1RB0LD_0RC1RA_1LC0RA_1LA0LD	theories/Machines/ListCStage/LCStage_05.v	R_NeverQH	2	0	68
1RB0LD_0RC1RB_1RD0RA_1LA0RC	nqh_1RB0LD_0RC1RB_1RD0RA_1LA0RC	theories/Machines/ListCStage/LCStage_05.v	R_NeverQH	2	0	57
1RB0LD_0RC1RB_1RD0RD_1LA0RC	nqh_1RB0LD_0RC1RB_1RD0RD_1LA0RC	theories/Machines/ListCStage/LCStage_05.v	R_NeverQH	2	0	63
1RB0LD_0RC1RB_1RD1RA_1LA0RC	nqh_1RB0LD_0RC1RB_1RD1RA_1LA0RC	theories/Machines/ListCStage/LCStage_05.v	R_NeverQH	2	0	57
1RB0LD_1LB0RC_0RB1LD_1RC1LA	nqh_1RB0LD_1LB0RC_0RB1LD_1RC1LA	theories/Machines/ListCStage/LCStage_05.v	R_NeverQH	4	0	306
1RB0LD_1LB0RC_0RD1LD_1RC1LA	nqh_1RB0LD_1LB0RC_0RD1LD_1RC1LA	theories/Machines/ListCStage/LCStage_05.v	R_NeverQH	4	0	195
1RB0LD_1LC0RA_0LD0LC_1LA1LB	nqh_1RB0LD_1LC0RA_0LD0LC_1LA1LB	theories/Machines/ListCStage/LCStage_05.v	R_NeverQH	2	0	75
1RB0LD_1LC0RA_0LD0RD_1LA1LB	nqh_1RB0LD_1LC0RA_0LD0RD_1LA1LB	theories/Machines/ListCStage/LCStage_05.v	R_NeverQH	2	0	63
1RB0LD_1LC0RA_0LD1LC_1LA0LA	nqh_1RB0LD_1LC0RA_0LD1LC_1LA0LA	theories/Machines/ListCStage/LCStage_05.v	R_NeverQH	2	0	60
1RB0LD_1LC0RA_0LD1LC_1LA0LB	nqh_1RB0LD_1LC0RA_0LD1LC_1LA0LB	theories/Machines/ListCStage/LCStage_05.v	R_NeverQH	2	0	57
1RB0LD_1LC0RA_0LD1LC_1LA1LB	nqh_1RB0LD_1LC0RA_0LD1LC_1LA1LB	theories/Machines/ListCStage/LCStage_05.v	R_NeverQH	2	0	55
1RB0LD_1LC0RA_1LA1RC_1LA1LB	nqh_1RB0LD_1LC0RA_1LA1RC_1LA1LB	theories/Machines/ListCStage/LCStage_05.v	R_NeverQH	2	0	71
1RB0LD_1LC0RA_1LD1LC_1LA0LB	nqh_1RB0LD_1LC0RA_1LD1LC_1LA0LB	theories/Machines/ListCStage/LCStage_05.v	R_NeverQH	2	0	78
1RB0LD_1LC0RA_1RD0LC_1LA0LA	nqh_1RB0LD_1LC0RA_1RD0LC_1LA0LA	theories/Machines/ListCStage/LCStage_05.v	R_NeverQH	2	0	77
1RB0LD_1LC0RA_1RD0LC_1LA1LC	nqh_1RB0LD_1LC0RA_1RD0LC_1LA1LC	theories/Machines/ListCStage/LCStage_05.v	R_NeverQH	2	0	70
1RB0LD_1LC0RB_1RD1RB_1LA0RC	nqh_1RB0LD_1LC0RB_1RD1RB_1LA0RC	theories/Machines/ListCStage/LCStage_05.v	R_NeverQH	2	0	70
