rep	list	mult	mode	verdict	prover	cert_type	qh	score	boardable	checker	n_provers_caught	all_catches
1RB---_0LC---_0LC1RD_1LC0RD	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC---_0LD0RC_1RC1LD	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC---_0LD1RC_1RC1LD	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC---_0RC1LD_1RC0LD	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC---_0RD0LC_1LC1RD	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC---_0RD1LC_1LC1RD	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC---_0RD1LC_1RB1RD	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC---_0RD1RC_1LB0RC	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC---_1LC1RD_0RB0RD	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC---_1LC1RD_0RC0RD	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC---_1LC1RD_1LC0RD	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC---_1LC1RD_1RC0RC	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC---_1LD0RD_1RC0LC	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC---_1LD1RC_0RC0LD	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC---_1LD1RC_0RC1LD	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC---_1RC0RD_1LB0LC	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC---_1RC0RD_1LB0RC	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC---_1RC0RD_1LB0RD	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC---_1RC1LD_0LB0LD	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC---_1RC1LD_0LC0LD	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC---_1RC1LD_1LC0LC	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC---_1RC1LD_1RC0LD	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC---_1RD0LD_1LC0RC	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC---_1RD1LC_0LC0RD	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC---_1RD1LC_0LC1RD	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LA_1LB1RD_1LC0RD	C	1	direct1	undecided	-	-	-	-	N	-	0	
1RB---_0LC0LB_0LD1LB_1RC1RD	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LB_0LD1LB_1RD0LC	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LB_0LD1LB_1RD1LB	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LB_0LD1LB_1RD1LC	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LB_0LD1LB_1RD1RB	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LB_0LD1LC_1RD1LB	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LB_0LD1LD_1RD1LB	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LB_0LD1RC_1RD1LB	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LB_0RD1LB_1LC1RD	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LB_0RD1LB_1RC1LB	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LB_0RD1LB_1RC1LD	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LB_0RD1LB_1RC1RB	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LB_0RD1LB_1RD1LB	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LB_0RD1LB_1RD1RB	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LB_0RD1LC_1RD1LB	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LB_0RD1LD_1RD1LB	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LB_0RD1RC_1LB1RD	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LB_1LD0RB_1RC1LC	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LB_1LD1LB_1RD0RC	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LB_1LD1LC_1RD1RB	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LB_1RC0LD_1LB1LB	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LB_1RC0LD_1LB1RD	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LB_1RC0LD_1LC1LB	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LB_1RC0LD_1RA1LB	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	5	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LB_1RC0RD_1LB1LD	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LB_1RC0RD_1LB1RB	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LB_1RC1LD_0LB0LB	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LB_1RC1LD_0LB0RC	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LB_1RC1LD_0LB1LB	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LB_1RC1LD_0LC0LB	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LB_1RC1LD_0LC1LB	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LB_1RC1LD_0RD1LB	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LB_1RC1LD_1LA0LB	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	5	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LB_1RC1LD_1LA1LB	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	5	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LB_1RC1LD_1LB0LB	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LB_1RC1LD_1LB0RC	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LB_1RC1LD_1LB1LB	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LB_1RC1LD_1LB1RD	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LB_1RC1LD_1LC0LB	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LB_1RC1LD_1LC1LB	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LB_1RC1LD_1RC0LB	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LB_1RC1LD_1RC1LB	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LB_1RC1LD_1RD1LB	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LB_1RC1RD_0LD1LB	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LB_1RC1RD_1LB---	C	1	direct1	QH	rwlrank	wraprwl	T	1	N	wraprwl(QH,no-checker)	4	rwlrank=wraprwl/qhT;irules=irules/qhT;bouncer=bouncer/qhT;quietctl=wrapctl/qhT
1RB---_0LC0LB_1RC1RD_1LC1LB	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LB_1RC1RD_1LD0LB	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LB_1RC1RD_1LD1LB	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LB_1RD1LB_0RD1LC	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LB_1RD1LB_1RC---	C	1	direct1	QH	rwlrank	wraprwl	T	1	N	wraprwl(QH,no-checker)	2	rwlrank=wraprwl/qhT;irules=irules/qhT
1RB---_0LC0LB_1RD1LB_1RD0LC	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LB_1RD1LB_1RD1LB	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LB_1RD1LB_1RD1LC	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LB_1RD1LB_1RD1RB	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LB_1RD1LC_0RB1LB	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LB_1RD1LC_1LC0RB	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LB_1RD1LC_1RB0RB	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LB_1RD1LC_1RC1LB	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LB_1RD1LC_1RD1LB	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LB_1RD1LD_1RB1LB	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LB_1RD1LD_1RC1LB	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LB_1RD1LD_1RD1LB	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LC_0RD1LB_1LC1RD	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LC_0RD1RC_1LB1RD	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LC_1RC0RD_1LB1RB	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LC_1RC1RD_1LB1RC	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LC_1RD1LC_0RC1LB	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LC_1RD1LC_1RB1LB	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LC_1RD1RC_1LB0RC	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LD_0LD1LB_1RD0LC	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LD_0LD1LC_1RD1LB	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LD_0RD1LB_1LC1RD	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LD_0RD1LB_1RC1LD	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LD_1LD0LB_1RD1LB	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LD_1LD0RB_1RD1LB	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LD_1LD1LA_1RD1LB	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	4	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LD_1LD1LB_1RD1LB	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LD_1LD1LB_1RD1RB	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LD_1LD1LC_1RB1RD	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LD_1LD1RC_1RC0LB	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LD_1LD1RC_1RC1LB	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LD_1LD1RC_1RD1LB	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LD_1LD1RD_1RC1LB	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LD_1RB1LD_1RD1LB	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LD_1RC0RD_1LB1RD	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LD_1RC1LB_---0LB	C	3	direct1/reroot	QH	rwlrank	wraprwl	T	1	N	wraprwl(QH,no-checker)	2	rwlrank=wraprwl/qhT;irules=irules/qhT
1RB---_0LC0LD_1RC1LB_0LB0LD	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LD_1RC1LB_0LB0RC	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LD_1RC1LB_0LB0RD	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LD_1RC1LB_0LB1RD	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LD_1RC1LB_0LC0LD	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LD_1RC1LB_0RB0LD	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LD_1RC1LB_1RC0LD	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LD_1RC1LB_1RC1LD	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LD_1RC1LD_0LB0LB	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LD_1RC1LD_0LB0RC	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LD_1RC1LD_0LC0LB	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LD_1RC1LD_1LC0LB	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LD_1RC1LD_1RC0LB	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LD_1RD1LB_1RC0LB	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0LD_1RD1LB_1RC1LD	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0RB_0LD1LC_1RA1RD	C	1	direct1	undecided	-	-	-	-	N	-	0	
1RB---_0LC0RB_0RD1LA_1LD1RB	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	4	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0RB_0RD1LB_1LC1RB	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0RB_0RD1LD_1LC1RB	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0RB_0RD1RC_1LD1RB	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0RB_0RD1RD_1LD1RB	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0RB_1LC1LD_1RB---	C	1	direct1	QH	rwlrank	wraprwl	T	1	N	wraprwl(QH,no-checker)	5	rwlrank=wraprwl/qhT;irules=irules/qhT;bouncer=bouncer/qhT;quietfar=wrapfar/qhT;quietctl=wrapctl/qhT
1RB---_0LC0RB_1LC1LD_1RC1RB	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0RB_1LC1LD_1RD0RB	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0RB_1LC1LD_1RD1RB	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0RB_1LD0LB_1RB0LD	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0RB_1LD0LB_1RB1LC	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0RB_1LD0LB_1RB1LD	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0RB_1LD0LC_1RB1LC	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0RB_1LD0LC_1RB1LD	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0RB_1LD0RB_1RB0LD	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0RB_1LD0RB_1RB1LC	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0RB_1LD0RB_1RB1LD	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0RB_1LD0RB_1RC1LC	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0RB_1LD0RB_1RC1LD	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
1RB---_0LC0RB_1LD0RC_1RB0LD	B	1	direct1	QH	ngram_quiet_all	wrapngram	T	1	Y	wrap(Wrap.v)	1	ngram_quiet_all=wrapngram/qhT
